Freq.	V(rs)/V(inp)
7.76247116628664e+007	(-8.68806784215170e+001dB,-1.20492190828225e+002°)
7.94328234724254e+007	(-8.69080500229195e+001dB,-1.21368526905933e+002°)
8.12830516164071e+007	(-8.69335609695615e+001dB,-1.22223176658913e+002°)
8.31763771102642e+007	(-8.69572740448247e+001dB,-1.23056121360325e+002°)
8.51138038202346e+007	(-8.69792488534298e+001dB,-1.23867358456470e+002°)
8.70963589956050e+007	(-8.69995418192496e+001dB,-1.24656900576658e+002°)
8.91250938133714e+007	(-8.70182061942259e+001dB,-1.25424774591021e+002°)
9.12010839355877e+007	(-8.70352920765023e+001dB,-1.26171020725639e+002°)
9.33254300796958e+007	(-8.70508464383497e+001dB,-1.26895691719009e+002°)
9.54992586021402e+007	(-8.70649131601991e+001dB,-1.27598852044795e+002°)
9.77237220955776e+007	(-8.70775330727533e+001dB,-1.28280577173663e+002°)
1.00000000000000e+008	(-8.70887440041246e+001dB,-1.28940952894104e+002°)
